SubmitTime RunTime JobID UserID PeerID TraceID Cluster.IAT Cluster.JRT Cluster.TRT
5906 2 1 U902 P46 gwa-t4 C4 C3 C5
5906 8 1 U902 P46 gwa-t4 C4 C3 C5
5906 0 1 U902 P46 gwa-t4 C4 C3 C5
17980 484 2 U902 P46 gwa-t4 C4 C3 C5
21111 2 3 U902 P46 gwa-t4 C4 C3 C5
24836 5 4 U902 P46 gwa-t4 C4 C3 C5
24836 7 4 U902 P46 gwa-t4 C4 C3 C5
24836 2 4 U902 P46 gwa-t4 C4 C3 C5
28286 87 5 U902 P46 gwa-t4 C4 C3 C5
13179 736 1 U903 P46 gwa-t4 C1 C1 C1
13780 39 2 U903 P46 gwa-t4 C1 C1 C1
13780 150 2 U903 P46 gwa-t4 C1 C1 C1
13780 2074 2 U903 P46 gwa-t4 C1 C1 C1
19178 33 3 U903 P46 gwa-t4 C1 C1 C1
20283 1079 4 U903 P46 gwa-t4 C1 C1 C1
20283 53 4 U903 P46 gwa-t4 C1 C1 C1
28949 2076 5 U903 P46 gwa-t4 C1 C1 C1
29014 1144 6 U903 P46 gwa-t4 C1 C1 C1
29014 1081 6 U903 P46 gwa-t4 C1 C1 C1
30295 17 7 U903 P46 gwa-t4 C1 C1 C1
30295 404 7 U903 P46 gwa-t4 C1 C1 C1
31191 2164 8 U903 P46 gwa-t4 C1 C1 C1
33326 2189 9 U903 P46 gwa-t4 C1 C1 C1
34120 614 10 U903 P46 gwa-t4 C1 C1 C1
34728 14 11 U903 P46 gwa-t4 C1 C1 C1
39256 24 12 U903 P46 gwa-t4 C1 C1 C1
39486 229 13 U903 P46 gwa-t4 C1 C1 C1
40347 138 14 U903 P46 gwa-t4 C1 C1 C1
40347 2 14 U903 P46 gwa-t4 C1 C1 C1
40347 166 14 U903 P46 gwa-t4 C1 C1 C1
40347 1498 14 U903 P46 gwa-t4 C1 C1 C1
127 0 1 U904 P46 gwa-t4 C1 C1 C4
127 31 1 U904 P46 gwa-t4 C1 C1 C4
127 25 1 U904 P46 gwa-t4 C1 C1 C4
127 23 1 U904 P46 gwa-t4 C1 C1 C4
127 30 1 U904 P46 gwa-t4 C1 C1 C4
127 11 1 U904 P46 gwa-t4 C1 C1 C4
127 116 1 U904 P46 gwa-t4 C1 C1 C4
127 31 1 U904 P46 gwa-t4 C1 C1 C4
127 33 1 U904 P46 gwa-t4 C1 C1 C4
127 2230 1 U904 P46 gwa-t4 C1 C1 C4
127 275 1 U904 P46 gwa-t4 C1 C1 C4
127 7 1 U904 P46 gwa-t4 C1 C1 C4
127 206 1 U904 P46 gwa-t4 C1 C1 C4
1599 3 2 U904 P46 gwa-t4 C1 C1 C4
1599 430 2 U904 P46 gwa-t4 C1 C1 C4
1599 178 2 U904 P46 gwa-t4 C1 C1 C4
1599 1 2 U904 P46 gwa-t4 C1 C1 C4
1599 43 2 U904 P46 gwa-t4 C1 C1 C4
1599 26 2 U904 P46 gwa-t4 C1 C1 C4
1599 29 2 U904 P46 gwa-t4 C1 C1 C4
1599 274 2 U904 P46 gwa-t4 C1 C1 C4
1599 92 2 U904 P46 gwa-t4 C1 C1 C4
1599 428 2 U904 P46 gwa-t4 C1 C1 C4
1599 407 2 U904 P46 gwa-t4 C1 C1 C4
1599 21 2 U904 P46 gwa-t4 C1 C1 C4
1599 10 2 U904 P46 gwa-t4 C1 C1 C4
1599 25 2 U904 P46 gwa-t4 C1 C1 C4
1599 1116 2 U904 P46 gwa-t4 C1 C1 C4
2354 1 3 U904 P46 gwa-t4 C1 C1 C4
2354 13 3 U904 P46 gwa-t4 C1 C1 C4
2354 1615 3 U904 P46 gwa-t4 C1 C1 C4
3200 352 4 U904 P46 gwa-t4 C1 C1 C4
3200 234 4 U904 P46 gwa-t4 C1 C1 C4
3200 173 4 U904 P46 gwa-t4 C1 C1 C4
3200 395 4 U904 P46 gwa-t4 C1 C1 C4
3200 12 4 U904 P46 gwa-t4 C1 C1 C4
3200 6 4 U904 P46 gwa-t4 C1 C1 C4
3200 134 4 U904 P46 gwa-t4 C1 C1 C4
3200 178 4 U904 P46 gwa-t4 C1 C1 C4
10772 2 5 U904 P46 gwa-t4 C1 C1 C4
10772 77 5 U904 P46 gwa-t4 C1 C1 C4
10772 143 5 U904 P46 gwa-t4 C1 C1 C4
10772 75 5 U904 P46 gwa-t4 C1 C1 C4
10772 41 5 U904 P46 gwa-t4 C1 C1 C4
10772 354 5 U904 P46 gwa-t4 C1 C1 C4
10772 68 5 U904 P46 gwa-t4 C1 C1 C4
10772 166 5 U904 P46 gwa-t4 C1 C1 C4
10772 0 5 U904 P46 gwa-t4 C1 C1 C4
10772 1372 5 U904 P46 gwa-t4 C1 C1 C4
11529 1632 6 U904 P46 gwa-t4 C1 C1 C4
11529 900 6 U904 P46 gwa-t4 C1 C1 C4
12611 24 7 U904 P46 gwa-t4 C1 C1 C4
12611 23 7 U904 P46 gwa-t4 C1 C1 C4
12880 9 8 U904 P46 gwa-t4 C1 C1 C4
12880 2797 8 U904 P46 gwa-t4 C1 C1 C4
12952 71 9 U904 P46 gwa-t4 C1 C1 C4
12952 2 9 U904 P46 gwa-t4 C1 C1 C4
12952 7 9 U904 P46 gwa-t4 C1 C1 C4
12952 148 9 U904 P46 gwa-t4 C1 C1 C4
12952 26 9 U904 P46 gwa-t4 C1 C1 C4
12952 2523 9 U904 P46 gwa-t4 C1 C1 C4
12952 1 9 U904 P46 gwa-t4 C1 C1 C4
12952 7 9 U904 P46 gwa-t4 C1 C1 C4
12952 41 9 U904 P46 gwa-t4 C1 C1 C4
12952 38 9 U904 P46 gwa-t4 C1 C1 C4
12952 1394 9 U904 P46 gwa-t4 C1 C1 C4
15341 2134 10 U904 P46 gwa-t4 C1 C1 C4
15964 103 11 U904 P46 gwa-t4 C1 C1 C4
15964 1 11 U904 P46 gwa-t4 C1 C1 C4
15964 588 11 U904 P46 gwa-t4 C1 C1 C4
1521 1 1 U905 P46 gwa-t4 C1 C3 C4
1521 207 1 U905 P46 gwa-t4 C1 C3 C4
1521 1640 1 U905 P46 gwa-t4 C1 C3 C4
4244 339 2 U905 P46 gwa-t4 C1 C3 C4
4244 317 2 U905 P46 gwa-t4 C1 C3 C4
4244 0 2 U905 P46 gwa-t4 C1 C3 C4
4244 957 2 U905 P46 gwa-t4 C1 C3 C4
4244 5 2 U905 P46 gwa-t4 C1 C3 C4
4244 123 2 U905 P46 gwa-t4 C1 C3 C4
4244 333 2 U905 P46 gwa-t4 C1 C3 C4
6803 27 3 U905 P46 gwa-t4 C1 C3 C4
6803 105 3 U905 P46 gwa-t4 C1 C3 C4
6803 26 3 U905 P46 gwa-t4 C1 C3 C4
6803 93 3 U905 P46 gwa-t4 C1 C3 C4
6803 42 3 U905 P46 gwa-t4 C1 C3 C4
6803 54 3 U905 P46 gwa-t4 C1 C3 C4
17602 21 4 U905 P46 gwa-t4 C1 C3 C4
17602 47 4 U905 P46 gwa-t4 C1 C3 C4
17753 30 5 U905 P46 gwa-t4 C1 C3 C4
17753 387 5 U905 P46 gwa-t4 C1 C3 C4
18506 39 6 U905 P46 gwa-t4 C1 C3 C4
22398 65 7 U905 P46 gwa-t4 C1 C3 C4
22398 69 7 U905 P46 gwa-t4 C1 C3 C4
22398 226 7 U905 P46 gwa-t4 C1 C3 C4
22488 1257 8 U905 P46 gwa-t4 C1 C3 C4
27142 59 9 U905 P46 gwa-t4 C1 C3 C4
27142 7 9 U905 P46 gwa-t4 C1 C3 C4
27142 396 9 U905 P46 gwa-t4 C1 C3 C4
27142 98 9 U905 P46 gwa-t4 C1 C3 C4
27142 6 9 U905 P46 gwa-t4 C1 C3 C4
27142 31 9 U905 P46 gwa-t4 C1 C3 C4
28992 9 10 U905 P46 gwa-t4 C1 C3 C4
29741 1 11 U905 P46 gwa-t4 C1 C3 C4
29741 7 11 U905 P46 gwa-t4 C1 C3 C4
29741 13 11 U905 P46 gwa-t4 C1 C3 C4
29741 4 11 U905 P46 gwa-t4 C1 C3 C4
31343 36 12 U905 P46 gwa-t4 C1 C3 C4
34303 37 13 U905 P46 gwa-t4 C1 C3 C4
34303 118 13 U905 P46 gwa-t4 C1 C3 C4
34303 33 13 U905 P46 gwa-t4 C1 C3 C4
34303 4 13 U905 P46 gwa-t4 C1 C3 C4
34303 343 13 U905 P46 gwa-t4 C1 C3 C4
35088 94 14 U905 P46 gwa-t4 C1 C3 C4
35535 34 15 U905 P46 gwa-t4 C1 C3 C4
35920 261 16 U905 P46 gwa-t4 C1 C3 C4
714 93 1 U906 P46 gwa-t4 C1 C1 C2
714 1145 1 U906 P46 gwa-t4 C1 C1 C2
714 3136 1 U906 P46 gwa-t4 C1 C1 C2
982 295 2 U906 P46 gwa-t4 C1 C1 C2
982 474 2 U906 P46 gwa-t4 C1 C1 C2
982 1626 2 U906 P46 gwa-t4 C1 C1 C2
6342 253 3 U906 P46 gwa-t4 C1 C1 C2
11610 241 4 U906 P46 gwa-t4 C1 C1 C2
14655 47 5 U906 P46 gwa-t4 C1 C1 C2
14655 795 5 U906 P46 gwa-t4 C1 C1 C2
17895 688 6 U906 P46 gwa-t4 C1 C1 C2
18215 714 7 U906 P46 gwa-t4 C1 C1 C2
18397 117 8 U906 P46 gwa-t4 C1 C1 C2
18397 205 8 U906 P46 gwa-t4 C1 C1 C2
21921 68 9 U906 P46 gwa-t4 C1 C1 C2
22311 121 10 U906 P46 gwa-t4 C1 C1 C2
22418 187 11 U906 P46 gwa-t4 C1 C1 C2
22418 1038 11 U906 P46 gwa-t4 C1 C1 C2
23277 24 12 U906 P46 gwa-t4 C1 C1 C2
23566 902 13 U906 P46 gwa-t4 C1 C1 C2
23968 9 14 U906 P46 gwa-t4 C1 C1 C2
27105 2594 15 U906 P46 gwa-t4 C1 C1 C2
30951 3882 16 U906 P46 gwa-t4 C1 C1 C2
32677 1203 17 U906 P46 gwa-t4 C1 C1 C2
32677 543 17 U906 P46 gwa-t4 C1 C1 C2
36800 126 18 U906 P46 gwa-t4 C1 C1 C2
36800 1569 18 U906 P46 gwa-t4 C1 C1 C2
36800 753 18 U906 P46 gwa-t4 C1 C1 C2
7704 468 1 U907 P46 gwa-t4 C3 C1 C3
7704 1317 1 U907 P46 gwa-t4 C3 C1 C3
10007 711 2 U907 P46 gwa-t4 C3 C1 C3
10007 3121 2 U907 P46 gwa-t4 C3 C1 C3
11436 81 3 U907 P46 gwa-t4 C3 C1 C3
12676 384 4 U907 P46 gwa-t4 C3 C1 C3
12676 468 4 U907 P46 gwa-t4 C3 C1 C3
18989 497 5 U907 P46 gwa-t4 C3 C1 C3
21071 8 6 U907 P46 gwa-t4 C3 C1 C3
23240 370 7 U907 P46 gwa-t4 C3 C1 C3
25922 1507 8 U907 P46 gwa-t4 C3 C1 C3
26605 2518 9 U907 P46 gwa-t4 C3 C1 C3
27076 1250 10 U907 P46 gwa-t4 C3 C1 C3
522 16 1 U908 P46 gwa-t4 C1 C1 C4
522 4 1 U908 P46 gwa-t4 C1 C1 C4
522 5 1 U908 P46 gwa-t4 C1 C1 C4
522 60 1 U908 P46 gwa-t4 C1 C1 C4
522 103 1 U908 P46 gwa-t4 C1 C1 C4
522 72 1 U908 P46 gwa-t4 C1 C1 C4
522 14 1 U908 P46 gwa-t4 C1 C1 C4
522 908 1 U908 P46 gwa-t4 C1 C1 C4
522 2 1 U908 P46 gwa-t4 C1 C1 C4
522 41 1 U908 P46 gwa-t4 C1 C1 C4
522 63 1 U908 P46 gwa-t4 C1 C1 C4
522 0 1 U908 P46 gwa-t4 C1 C1 C4
522 4 1 U908 P46 gwa-t4 C1 C1 C4
522 1 1 U908 P46 gwa-t4 C1 C1 C4
522 355 1 U908 P46 gwa-t4 C1 C1 C4
522 10 1 U908 P46 gwa-t4 C1 C1 C4
522 9 1 U908 P46 gwa-t4 C1 C1 C4
522 18 1 U908 P46 gwa-t4 C1 C1 C4
522 949 1 U908 P46 gwa-t4 C1 C1 C4
522 926 1 U908 P46 gwa-t4 C1 C1 C4
2268 427 2 U908 P46 gwa-t4 C1 C1 C4
2268 70 2 U908 P46 gwa-t4 C1 C1 C4
2268 2902 2 U908 P46 gwa-t4 C1 C1 C4
4234 56 3 U908 P46 gwa-t4 C1 C1 C4
7560 287 4 U908 P46 gwa-t4 C1 C1 C4
8174 386 5 U908 P46 gwa-t4 C1 C1 C4
10180 287 6 U908 P46 gwa-t4 C1 C1 C4
10180 447 6 U908 P46 gwa-t4 C1 C1 C4
14982 120 7 U908 P46 gwa-t4 C1 C1 C4
14982 2 7 U908 P46 gwa-t4 C1 C1 C4
19115 1761 8 U908 P46 gwa-t4 C1 C1 C4
19115 20 8 U908 P46 gwa-t4 C1 C1 C4
19115 33 8 U908 P46 gwa-t4 C1 C1 C4
19115 35 8 U908 P46 gwa-t4 C1 C1 C4
19599 518 9 U908 P46 gwa-t4 C1 C1 C4
19599 96 9 U908 P46 gwa-t4 C1 C1 C4
19599 5 9 U908 P46 gwa-t4 C1 C1 C4
19599 1750 9 U908 P46 gwa-t4 C1 C1 C4
19599 219 9 U908 P46 gwa-t4 C1 C1 C4
19599 1256 9 U908 P46 gwa-t4 C1 C1 C4
19804 21 10 U908 P46 gwa-t4 C1 C1 C4
19804 132 10 U908 P46 gwa-t4 C1 C1 C4
20147 922 11 U908 P46 gwa-t4 C1 C1 C4
20147 1 11 U908 P46 gwa-t4 C1 C1 C4
20147 13 11 U908 P46 gwa-t4 C1 C1 C4
20147 182 11 U908 P46 gwa-t4 C1 C1 C4
20147 2129 11 U908 P46 gwa-t4 C1 C1 C4
21466 588 12 U908 P46 gwa-t4 C1 C1 C4
21466 2 12 U908 P46 gwa-t4 C1 C1 C4
21466 34 12 U908 P46 gwa-t4 C1 C1 C4
21466 680 12 U908 P46 gwa-t4 C1 C1 C4
21802 6 13 U908 P46 gwa-t4 C1 C1 C4
21802 416 13 U908 P46 gwa-t4 C1 C1 C4
22365 2 14 U908 P46 gwa-t4 C1 C1 C4
22365 2 14 U908 P46 gwa-t4 C1 C1 C4
22365 27 14 U908 P46 gwa-t4 C1 C1 C4
22365 8 14 U908 P46 gwa-t4 C1 C1 C4
22365 15 14 U908 P46 gwa-t4 C1 C1 C4
22365 116 14 U908 P46 gwa-t4 C1 C1 C4
23130 31 15 U908 P46 gwa-t4 C1 C1 C4
23787 26 16 U908 P46 gwa-t4 C1 C1 C4
23787 3243 16 U908 P46 gwa-t4 C1 C1 C4
23919 87 17 U908 P46 gwa-t4 C1 C1 C4
23919 27 17 U908 P46 gwa-t4 C1 C1 C4
23919 8 17 U908 P46 gwa-t4 C1 C1 C4
23919 204 17 U908 P46 gwa-t4 C1 C1 C4
23919 2 17 U908 P46 gwa-t4 C1 C1 C4
23919 5 17 U908 P46 gwa-t4 C1 C1 C4
23919 153 17 U908 P46 gwa-t4 C1 C1 C4
24286 37 18 U908 P46 gwa-t4 C1 C1 C4
24286 559 18 U908 P46 gwa-t4 C1 C1 C4
24463 430 19 U908 P46 gwa-t4 C1 C1 C4
24463 69 19 U908 P46 gwa-t4 C1 C1 C4
25916 303 20 U908 P46 gwa-t4 C1 C1 C4
25916 17 20 U908 P46 gwa-t4 C1 C1 C4
25916 161 20 U908 P46 gwa-t4 C1 C1 C4
26012 109 21 U908 P46 gwa-t4 C1 C1 C4
26012 178 21 U908 P46 gwa-t4 C1 C1 C4
27602 3 22 U908 P46 gwa-t4 C1 C1 C4
27602 11 22 U908 P46 gwa-t4 C1 C1 C4
27602 17 22 U908 P46 gwa-t4 C1 C1 C4
27602 19 22 U908 P46 gwa-t4 C1 C1 C4
27930 121 23 U908 P46 gwa-t4 C1 C1 C4
826 2 1 U909 P46 gwa-t4 C1 C2 C5
826 1 1 U909 P46 gwa-t4 C1 C2 C5
826 401 1 U909 P46 gwa-t4 C1 C2 C5
1259 2 2 U909 P46 gwa-t4 C1 C2 C5
1259 71 2 U909 P46 gwa-t4 C1 C2 C5
4695 5 3 U909 P46 gwa-t4 C1 C2 C5
4695 1 3 U909 P46 gwa-t4 C1 C2 C5
4695 97 3 U909 P46 gwa-t4 C1 C2 C5
4695 88 3 U909 P46 gwa-t4 C1 C2 C5
4695 2 3 U909 P46 gwa-t4 C1 C2 C5
4695 11 3 U909 P46 gwa-t4 C1 C2 C5
4695 1 3 U909 P46 gwa-t4 C1 C2 C5
4695 4 3 U909 P46 gwa-t4 C1 C2 C5
4695 8 3 U909 P46 gwa-t4 C1 C2 C5
4695 1 3 U909 P46 gwa-t4 C1 C2 C5
4695 2 3 U909 P46 gwa-t4 C1 C2 C5
4695 1 3 U909 P46 gwa-t4 C1 C2 C5
4695 58 3 U909 P46 gwa-t4 C1 C2 C5
4695 3 3 U909 P46 gwa-t4 C1 C2 C5
4695 510 3 U909 P46 gwa-t4 C1 C2 C5
9043 1 4 U909 P46 gwa-t4 C1 C2 C5
9043 953 4 U909 P46 gwa-t4 C1 C2 C5
9043 1 4 U909 P46 gwa-t4 C1 C2 C5
9843 23 5 U909 P46 gwa-t4 C1 C2 C5
9843 2 5 U909 P46 gwa-t4 C1 C2 C5
9843 2 5 U909 P46 gwa-t4 C1 C2 C5
9843 7 5 U909 P46 gwa-t4 C1 C2 C5
9843 3 5 U909 P46 gwa-t4 C1 C2 C5
9843 3 5 U909 P46 gwa-t4 C1 C2 C5
9843 7 5 U909 P46 gwa-t4 C1 C2 C5
9843 51 5 U909 P46 gwa-t4 C1 C2 C5
9843 245 5 U909 P46 gwa-t4 C1 C2 C5
12825 2 6 U909 P46 gwa-t4 C1 C2 C5
12825 2 6 U909 P46 gwa-t4 C1 C2 C5
12825 18 6 U909 P46 gwa-t4 C1 C2 C5
13715 5 7 U909 P46 gwa-t4 C1 C2 C5
13715 5 7 U909 P46 gwa-t4 C1 C2 C5
14734 6 8 U909 P46 gwa-t4 C1 C2 C5
14734 34 8 U909 P46 gwa-t4 C1 C2 C5
15706 2 9 U909 P46 gwa-t4 C1 C2 C5
15706 26 9 U909 P46 gwa-t4 C1 C2 C5
15706 90 9 U909 P46 gwa-t4 C1 C2 C5
15839 326 10 U909 P46 gwa-t4 C1 C2 C5
15839 1 10 U909 P46 gwa-t4 C1 C2 C5
15839 5 10 U909 P46 gwa-t4 C1 C2 C5
15839 2 10 U909 P46 gwa-t4 C1 C2 C5
15839 10 10 U909 P46 gwa-t4 C1 C2 C5
15839 5 10 U909 P46 gwa-t4 C1 C2 C5
15839 28 10 U909 P46 gwa-t4 C1 C2 C5
15839 2 10 U909 P46 gwa-t4 C1 C2 C5
15839 11 10 U909 P46 gwa-t4 C1 C2 C5
15839 6 10 U909 P46 gwa-t4 C1 C2 C5
15839 2 10 U909 P46 gwa-t4 C1 C2 C5
15839 3 10 U909 P46 gwa-t4 C1 C2 C5
15839 1 10 U909 P46 gwa-t4 C1 C2 C5
15839 2 10 U909 P46 gwa-t4 C1 C2 C5
15839 1 10 U909 P46 gwa-t4 C1 C2 C5
15839 2 10 U909 P46 gwa-t4 C1 C2 C5
15839 1 10 U909 P46 gwa-t4 C1 C2 C5
15839 1 10 U909 P46 gwa-t4 C1 C2 C5
15839 627 10 U909 P46 gwa-t4 C1 C2 C5
15839 6 10 U909 P46 gwa-t4 C1 C2 C5
15839 24 10 U909 P46 gwa-t4 C1 C2 C5
15839 125 10 U909 P46 gwa-t4 C1 C2 C5
15839 11 10 U909 P46 gwa-t4 C1 C2 C5
15839 1 10 U909 P46 gwa-t4 C1 C2 C5
15839 1 10 U909 P46 gwa-t4 C1 C2 C5
15839 2 10 U909 P46 gwa-t4 C1 C2 C5
15839 3 10 U909 P46 gwa-t4 C1 C2 C5
15839 167 10 U909 P46 gwa-t4 C1 C2 C5
15839 2 10 U909 P46 gwa-t4 C1 C2 C5
15839 18 10 U909 P46 gwa-t4 C1 C2 C5
15839 1 10 U909 P46 gwa-t4 C1 C2 C5
15839 75 10 U909 P46 gwa-t4 C1 C2 C5
15839 2 10 U909 P46 gwa-t4 C1 C2 C5
15839 106 10 U909 P46 gwa-t4 C1 C2 C5
17238 100 11 U909 P46 gwa-t4 C1 C2 C5
17643 1 12 U909 P46 gwa-t4 C1 C2 C5
17643 1 12 U909 P46 gwa-t4 C1 C2 C5
17643 2 12 U909 P46 gwa-t4 C1 C2 C5
17643 13 12 U909 P46 gwa-t4 C1 C2 C5
18338 1 13 U909 P46 gwa-t4 C1 C2 C5
18338 2 13 U909 P46 gwa-t4 C1 C2 C5
18338 22 13 U909 P46 gwa-t4 C1 C2 C5
18338 2 13 U909 P46 gwa-t4 C1 C2 C5
18338 4 13 U909 P46 gwa-t4 C1 C2 C5
19630 4 14 U909 P46 gwa-t4 C1 C2 C5
19630 48 14 U909 P46 gwa-t4 C1 C2 C5
19630 9 14 U909 P46 gwa-t4 C1 C2 C5
19630 62 14 U909 P46 gwa-t4 C1 C2 C5
27228 4 15 U909 P46 gwa-t4 C1 C2 C5
27228 18 15 U909 P46 gwa-t4 C1 C2 C5
27228 16 15 U909 P46 gwa-t4 C1 C2 C5
27228 3 15 U909 P46 gwa-t4 C1 C2 C5
27228 14 15 U909 P46 gwa-t4 C1 C2 C5
27228 2 15 U909 P46 gwa-t4 C1 C2 C5
27228 111 15 U909 P46 gwa-t4 C1 C2 C5
27228 3 15 U909 P46 gwa-t4 C1 C2 C5
27228 3 15 U909 P46 gwa-t4 C1 C2 C5
27228 26 15 U909 P46 gwa-t4 C1 C2 C5
27228 10 15 U909 P46 gwa-t4 C1 C2 C5
27228 2 15 U909 P46 gwa-t4 C1 C2 C5
27228 2 15 U909 P46 gwa-t4 C1 C2 C5
27228 44 15 U909 P46 gwa-t4 C1 C2 C5
34519 76 16 U909 P46 gwa-t4 C1 C2 C5
35403 12 17 U909 P46 gwa-t4 C1 C2 C5
35403 24 17 U909 P46 gwa-t4 C1 C2 C5
35403 3 17 U909 P46 gwa-t4 C1 C2 C5
35403 4 17 U909 P46 gwa-t4 C1 C2 C5
35403 43 17 U909 P46 gwa-t4 C1 C2 C5
35403 1 17 U909 P46 gwa-t4 C1 C2 C5
35403 45 17 U909 P46 gwa-t4 C1 C2 C5
35403 27 17 U909 P46 gwa-t4 C1 C2 C5
35403 1 17 U909 P46 gwa-t4 C1 C2 C5
35403 5 17 U909 P46 gwa-t4 C1 C2 C5
35403 21 17 U909 P46 gwa-t4 C1 C2 C5
35403 14 17 U909 P46 gwa-t4 C1 C2 C5
35403 4 17 U909 P46 gwa-t4 C1 C2 C5
35403 5 17 U909 P46 gwa-t4 C1 C2 C5
35403 22 17 U909 P46 gwa-t4 C1 C2 C5
35403 3 17 U909 P46 gwa-t4 C1 C2 C5
35403 2 17 U909 P46 gwa-t4 C1 C2 C5
35403 2 17 U909 P46 gwa-t4 C1 C2 C5
35403 3 17 U909 P46 gwa-t4 C1 C2 C5
35403 2 17 U909 P46 gwa-t4 C1 C2 C5
35403 428 17 U909 P46 gwa-t4 C1 C2 C5
35403 3 17 U909 P46 gwa-t4 C1 C2 C5
35403 4 17 U909 P46 gwa-t4 C1 C2 C5
35403 472 17 U909 P46 gwa-t4 C1 C2 C5
35403 4 17 U909 P46 gwa-t4 C1 C2 C5
35403 69 17 U909 P46 gwa-t4 C1 C2 C5
37212 1 18 U909 P46 gwa-t4 C1 C2 C5
37212 12 18 U909 P46 gwa-t4 C1 C2 C5
37212 31 18 U909 P46 gwa-t4 C1 C2 C5
37212 121 18 U909 P46 gwa-t4 C1 C2 C5
37461 83 19 U909 P46 gwa-t4 C1 C2 C5
38894 39 20 U909 P46 gwa-t4 C1 C2 C5
40160 16 21 U909 P46 gwa-t4 C1 C2 C5
40160 15 21 U909 P46 gwa-t4 C1 C2 C5
42381 2 22 U909 P46 gwa-t4 C1 C2 C5
42381 2 22 U909 P46 gwa-t4 C1 C2 C5
42381 3 22 U909 P46 gwa-t4 C1 C2 C5
42381 647 22 U909 P46 gwa-t4 C1 C2 C5
42773 11 23 U909 P46 gwa-t4 C1 C2 C5
42773 19 23 U909 P46 gwa-t4 C1 C2 C5
42773 197 23 U909 P46 gwa-t4 C1 C2 C5
576 2139 1 U910 P46 gwa-t4 C1 C1 C1
576 141 1 U910 P46 gwa-t4 C1 C1 C1
576 128 1 U910 P46 gwa-t4 C1 C1 C1
576 246 1 U910 P46 gwa-t4 C1 C1 C1
1332 12 2 U910 P46 gwa-t4 C1 C1 C1
1332 134 2 U910 P46 gwa-t4 C1 C1 C1
375 773 1 U911 P46 gwa-t4 C1 C3 C2
375 2181 1 U911 P46 gwa-t4 C1 C3 C2
1458 2042 2 U911 P46 gwa-t4 C1 C3 C2
2326 1092 3 U911 P46 gwa-t4 C1 C3 C2
