SubmitTime RunTime JobID UserID PeerID TraceID Cluster.IAT Cluster.JRT Cluster.TRT
12456 2363 14 U606 P31 gwa-t3 C2 C3 C5
12597 3152 15 U606 P31 gwa-t3 C2 C3 C5
27706 561 16 U606 P31 gwa-t3 C2 C3 C5
27865 822 17 U606 P31 gwa-t3 C2 C3 C5
28228 2314 18 U606 P31 gwa-t3 C2 C3 C5
28626 4157 19 U606 P31 gwa-t3 C2 C3 C5
33861 735 20 U606 P31 gwa-t3 C2 C3 C5
33984 2286 21 U606 P31 gwa-t3 C2 C3 C5
34320 3813 22 U606 P31 gwa-t3 C2 C3 C5
34589 1789 23 U606 P31 gwa-t3 C2 C3 C5
36382 376 24 U606 P31 gwa-t3 C2 C3 C5
37156 2190 25 U606 P31 gwa-t3 C2 C3 C5
38794 3864 26 U606 P31 gwa-t3 C2 C3 C5
39237 1449 27 U606 P31 gwa-t3 C2 C3 C5
39762 2251 28 U606 P31 gwa-t3 C2 C3 C5
39902 3439 29 U606 P31 gwa-t3 C2 C3 C5
40405 1229 30 U606 P31 gwa-t3 C2 C3 C5
1815 1796 1 U607 P31 gwa-t3 C2 C2 C4
2243 3606 2 U607 P31 gwa-t3 C2 C2 C4
2278 3708 3 U607 P31 gwa-t3 C2 C2 C4
2278 2 3 U607 P31 gwa-t3 C2 C2 C4
3683 109 4 U607 P31 gwa-t3 C2 C2 C4
5425 155 5 U607 P31 gwa-t3 C2 C2 C4
5425 143 5 U607 P31 gwa-t3 C2 C2 C4
6828 2621 6 U607 P31 gwa-t3 C2 C2 C4
7260 1302 7 U607 P31 gwa-t3 C2 C2 C4
8172 704 8 U607 P31 gwa-t3 C2 C2 C4
8172 3647 8 U607 P31 gwa-t3 C2 C2 C4
8386 148 9 U607 P31 gwa-t3 C2 C2 C4
8386 1452 9 U607 P31 gwa-t3 C2 C2 C4
8473 320 10 U607 P31 gwa-t3 C2 C2 C4
8473 2983 10 U607 P31 gwa-t3 C2 C2 C4
8473 270 10 U607 P31 gwa-t3 C2 C2 C4
8473 343 10 U607 P31 gwa-t3 C2 C2 C4
10038 2800 11 U607 P31 gwa-t3 C2 C2 C4
11202 2451 12 U607 P31 gwa-t3 C2 C2 C4
11202 148 12 U607 P31 gwa-t3 C2 C2 C4
12203 575 13 U607 P31 gwa-t3 C2 C2 C4
12363 565 14 U607 P31 gwa-t3 C2 C2 C4
12363 86 14 U607 P31 gwa-t3 C2 C2 C4
12363 3 14 U607 P31 gwa-t3 C2 C2 C4
12363 2999 14 U607 P31 gwa-t3 C2 C2 C4
12562 1958 15 U607 P31 gwa-t3 C2 C2 C4
12769 283 16 U607 P31 gwa-t3 C2 C2 C4
12834 200 17 U607 P31 gwa-t3 C2 C2 C4
13289 1983 18 U607 P31 gwa-t3 C2 C2 C4
13382 654 19 U607 P31 gwa-t3 C2 C2 C4
13382 18 19 U607 P31 gwa-t3 C2 C2 C4
14018 3186 20 U607 P31 gwa-t3 C2 C2 C4
14161 456 21 U607 P31 gwa-t3 C2 C2 C4
14161 1402 21 U607 P31 gwa-t3 C2 C2 C4
14803 2055 22 U607 P31 gwa-t3 C2 C2 C4
15028 3401 23 U607 P31 gwa-t3 C2 C2 C4
15028 465 23 U607 P31 gwa-t3 C2 C2 C4
15919 2717 24 U607 P31 gwa-t3 C2 C2 C4
17089 1832 25 U607 P31 gwa-t3 C2 C2 C4
18147 2755 26 U607 P31 gwa-t3 C2 C2 C4
19503 980 27 U607 P31 gwa-t3 C2 C2 C4
19734 1045 28 U607 P31 gwa-t3 C2 C2 C4
20365 876 29 U607 P31 gwa-t3 C2 C2 C4
20532 11 30 U607 P31 gwa-t3 C2 C2 C4
20532 3637 30 U607 P31 gwa-t3 C2 C2 C4
20695 66 31 U607 P31 gwa-t3 C2 C2 C4
20695 2709 31 U607 P31 gwa-t3 C2 C2 C4
21389 743 32 U607 P31 gwa-t3 C2 C2 C4
21389 2279 32 U607 P31 gwa-t3 C2 C2 C4
22294 512 33 U607 P31 gwa-t3 C2 C2 C4
22418 3883 34 U607 P31 gwa-t3 C2 C2 C4
23005 604 35 U607 P31 gwa-t3 C2 C2 C4
23005 1521 35 U607 P31 gwa-t3 C2 C2 C4
23072 339 36 U607 P31 gwa-t3 C2 C2 C4
24036 1027 37 U607 P31 gwa-t3 C2 C2 C4
24173 2553 38 U607 P31 gwa-t3 C2 C2 C4
24365 351 39 U607 P31 gwa-t3 C2 C2 C4
24473 278 40 U607 P31 gwa-t3 C2 C2 C4
25266 156 41 U607 P31 gwa-t3 C2 C2 C4
25793 342 42 U607 P31 gwa-t3 C2 C2 C4
25907 2295 43 U607 P31 gwa-t3 C2 C2 C4
26857 1447 44 U607 P31 gwa-t3 C2 C2 C4
27220 2409 45 U607 P31 gwa-t3 C2 C2 C4
27220 631 45 U607 P31 gwa-t3 C2 C2 C4
28257 3949 46 U607 P31 gwa-t3 C2 C2 C4
28848 419 47 U607 P31 gwa-t3 C2 C2 C4
30223 2339 48 U607 P31 gwa-t3 C2 C2 C4
30457 230 49 U607 P31 gwa-t3 C2 C2 C4
30457 2096 49 U607 P31 gwa-t3 C2 C2 C4
30457 302 49 U607 P31 gwa-t3 C2 C2 C4
33066 3039 50 U607 P31 gwa-t3 C2 C2 C4
33982 2864 51 U607 P31 gwa-t3 C2 C2 C4
34094 2949 52 U607 P31 gwa-t3 C2 C2 C4
34379 271 53 U607 P31 gwa-t3 C2 C2 C4
35272 1799 54 U607 P31 gwa-t3 C2 C2 C4
35272 1230 54 U607 P31 gwa-t3 C2 C2 C4
36443 58 55 U607 P31 gwa-t3 C2 C2 C4
36443 1645 55 U607 P31 gwa-t3 C2 C2 C4
39079 172 56 U607 P31 gwa-t3 C2 C2 C4
39079 1554 56 U607 P31 gwa-t3 C2 C2 C4
39646 2689 57 U607 P31 gwa-t3 C2 C2 C4
41657 2719 58 U607 P31 gwa-t3 C2 C2 C4
42837 868 59 U607 P31 gwa-t3 C2 C2 C4
42837 2307 59 U607 P31 gwa-t3 C2 C2 C4
18713 2249 1 U608 P31 gwa-t3 C3 C4 C4
19077 2801 2 U608 P31 gwa-t3 C3 C4 C4
20265 1336 3 U608 P31 gwa-t3 C3 C4 C4
31581 1580 4 U608 P31 gwa-t3 C3 C4 C4
37063 680 5 U608 P31 gwa-t3 C3 C4 C4
37316 202 6 U608 P31 gwa-t3 C3 C4 C4
37701 1206 7 U608 P31 gwa-t3 C3 C4 C4
41587 215 8 U608 P31 gwa-t3 C3 C4 C4
779 3667 1 U609 P31 gwa-t3 C5 C2 C2
12732 29 1 U610 P31 gwa-t3 C1 C1 C1
249 389 1 U611 P31 gwa-t3 C2 C4 C1
750 49 2 U611 P31 gwa-t3 C2 C4 C1
750 440 2 U611 P31 gwa-t3 C2 C4 C1
4285 47 3 U611 P31 gwa-t3 C2 C4 C1
4285 88 3 U611 P31 gwa-t3 C2 C4 C1
4285 436 3 U611 P31 gwa-t3 C2 C4 C1
4285 1251 3 U611 P31 gwa-t3 C2 C4 C1
4581 18 4 U611 P31 gwa-t3 C2 C4 C1
4581 76 4 U611 P31 gwa-t3 C2 C4 C1
4581 5 4 U611 P31 gwa-t3 C2 C4 C1
4581 1 4 U611 P31 gwa-t3 C2 C4 C1
12626 1227 5 U611 P31 gwa-t3 C2 C4 C1
12828 60 6 U611 P31 gwa-t3 C2 C4 C1
12828 948 6 U611 P31 gwa-t3 C2 C4 C1
13463 15 7 U611 P31 gwa-t3 C2 C4 C1
13463 178 7 U611 P31 gwa-t3 C2 C4 C1
13463 8 7 U611 P31 gwa-t3 C2 C4 C1
13463 908 7 U611 P31 gwa-t3 C2 C4 C1
16271 98 8 U611 P31 gwa-t3 C2 C4 C1
16271 119 8 U611 P31 gwa-t3 C2 C4 C1
16873 5 9 U611 P31 gwa-t3 C2 C4 C1
16873 383 9 U611 P31 gwa-t3 C2 C4 C1
16873 196 9 U611 P31 gwa-t3 C2 C4 C1
16873 101 9 U611 P31 gwa-t3 C2 C4 C1
16873 10 9 U611 P31 gwa-t3 C2 C4 C1
16873 111 9 U611 P31 gwa-t3 C2 C4 C1
16873 52 9 U611 P31 gwa-t3 C2 C4 C1
16873 5 9 U611 P31 gwa-t3 C2 C4 C1
16873 180 9 U611 P31 gwa-t3 C2 C4 C1
16873 9 9 U611 P31 gwa-t3 C2 C4 C1
16873 31 9 U611 P31 gwa-t3 C2 C4 C1
16873 1762 9 U611 P31 gwa-t3 C2 C4 C1
16873 461 9 U611 P31 gwa-t3 C2 C4 C1
16873 3 9 U611 P31 gwa-t3 C2 C4 C1
16873 260 9 U611 P31 gwa-t3 C2 C4 C1
16873 47 9 U611 P31 gwa-t3 C2 C4 C1
17918 565 10 U611 P31 gwa-t3 C2 C4 C1
17918 710 10 U611 P31 gwa-t3 C2 C4 C1
18099 880 11 U611 P31 gwa-t3 C2 C4 C1
18259 21 12 U611 P31 gwa-t3 C2 C4 C1
18259 98 12 U611 P31 gwa-t3 C2 C4 C1
18259 70 12 U611 P31 gwa-t3 C2 C4 C1
18259 313 12 U611 P31 gwa-t3 C2 C4 C1
18373 412 13 U611 P31 gwa-t3 C2 C4 C1
18373 69 13 U611 P31 gwa-t3 C2 C4 C1
18373 55 13 U611 P31 gwa-t3 C2 C4 C1
18373 68 13 U611 P31 gwa-t3 C2 C4 C1
18373 273 13 U611 P31 gwa-t3 C2 C4 C1
18373 133 13 U611 P31 gwa-t3 C2 C4 C1
18373 66 13 U611 P31 gwa-t3 C2 C4 C1
18373 95 13 U611 P31 gwa-t3 C2 C4 C1
18373 46 13 U611 P31 gwa-t3 C2 C4 C1
18373 33 13 U611 P31 gwa-t3 C2 C4 C1
18373 23 13 U611 P31 gwa-t3 C2 C4 C1
18373 24 13 U611 P31 gwa-t3 C2 C4 C1
18373 22 13 U611 P31 gwa-t3 C2 C4 C1
18373 10 13 U611 P31 gwa-t3 C2 C4 C1
18373 1499 13 U611 P31 gwa-t3 C2 C4 C1
18977 47 14 U611 P31 gwa-t3 C2 C4 C1
24196 14 15 U611 P31 gwa-t3 C2 C4 C1
24196 400 15 U611 P31 gwa-t3 C2 C4 C1
24196 350 15 U611 P31 gwa-t3 C2 C4 C1
24196 11 15 U611 P31 gwa-t3 C2 C4 C1
24196 22 15 U611 P31 gwa-t3 C2 C4 C1
24196 90 15 U611 P31 gwa-t3 C2 C4 C1
24196 48 15 U611 P31 gwa-t3 C2 C4 C1
24196 322 15 U611 P31 gwa-t3 C2 C4 C1
24196 338 15 U611 P31 gwa-t3 C2 C4 C1
24196 197 15 U611 P31 gwa-t3 C2 C4 C1
24196 2315 15 U611 P31 gwa-t3 C2 C4 C1
24196 3 15 U611 P31 gwa-t3 C2 C4 C1
24196 225 15 U611 P31 gwa-t3 C2 C4 C1
24325 1515 16 U611 P31 gwa-t3 C2 C4 C1
25631 606 17 U611 P31 gwa-t3 C2 C4 C1
25704 1466 18 U611 P31 gwa-t3 C2 C4 C1
25704 605 18 U611 P31 gwa-t3 C2 C4 C1
26058 190 19 U611 P31 gwa-t3 C2 C4 C1
26295 588 20 U611 P31 gwa-t3 C2 C4 C1
26596 34 21 U611 P31 gwa-t3 C2 C4 C1
26596 17 21 U611 P31 gwa-t3 C2 C4 C1
26596 1772 21 U611 P31 gwa-t3 C2 C4 C1
27216 68 22 U611 P31 gwa-t3 C2 C4 C1
27216 36 22 U611 P31 gwa-t3 C2 C4 C1
27216 96 22 U611 P31 gwa-t3 C2 C4 C1
27216 297 22 U611 P31 gwa-t3 C2 C4 C1
27216 9 22 U611 P31 gwa-t3 C2 C4 C1
27216 2 22 U611 P31 gwa-t3 C2 C4 C1
27216 414 22 U611 P31 gwa-t3 C2 C4 C1
27216 1115 22 U611 P31 gwa-t3 C2 C4 C1
27571 188 23 U611 P31 gwa-t3 C2 C4 C1
27571 359 23 U611 P31 gwa-t3 C2 C4 C1
28070 2 24 U611 P31 gwa-t3 C2 C4 C1
28070 150 24 U611 P31 gwa-t3 C2 C4 C1
28070 1257 24 U611 P31 gwa-t3 C2 C4 C1
28323 361 25 U611 P31 gwa-t3 C2 C4 C1
28323 334 25 U611 P31 gwa-t3 C2 C4 C1
28323 57 25 U611 P31 gwa-t3 C2 C4 C1
28323 274 25 U611 P31 gwa-t3 C2 C4 C1
29747 186 26 U611 P31 gwa-t3 C2 C4 C1
29874 683 27 U611 P31 gwa-t3 C2 C4 C1
31135 10 28 U611 P31 gwa-t3 C2 C4 C1
31135 22 28 U611 P31 gwa-t3 C2 C4 C1
31135 11 28 U611 P31 gwa-t3 C2 C4 C1
31135 132 28 U611 P31 gwa-t3 C2 C4 C1
31135 40 28 U611 P31 gwa-t3 C2 C4 C1
31135 5 28 U611 P31 gwa-t3 C2 C4 C1
31135 467 28 U611 P31 gwa-t3 C2 C4 C1
31271 2372 29 U611 P31 gwa-t3 C2 C4 C1
31950 17 30 U611 P31 gwa-t3 C2 C4 C1
31950 18 30 U611 P31 gwa-t3 C2 C4 C1
31950 116 30 U611 P31 gwa-t3 C2 C4 C1
33234 18 31 U611 P31 gwa-t3 C2 C4 C1
33234 357 31 U611 P31 gwa-t3 C2 C4 C1
33355 92 32 U611 P31 gwa-t3 C2 C4 C1
33355 485 32 U611 P31 gwa-t3 C2 C4 C1
33355 10 32 U611 P31 gwa-t3 C2 C4 C1
33355 1995 32 U611 P31 gwa-t3 C2 C4 C1
33441 157 33 U611 P31 gwa-t3 C2 C4 C1
33441 902 33 U611 P31 gwa-t3 C2 C4 C1
33441 202 33 U611 P31 gwa-t3 C2 C4 C1
33548 6 34 U611 P31 gwa-t3 C2 C4 C1
33548 392 34 U611 P31 gwa-t3 C2 C4 C1
33548 1227 34 U611 P31 gwa-t3 C2 C4 C1
33832 1209 35 U611 P31 gwa-t3 C2 C4 C1
35600 56 36 U611 P31 gwa-t3 C2 C4 C1
35600 238 36 U611 P31 gwa-t3 C2 C4 C1
35600 4 36 U611 P31 gwa-t3 C2 C4 C1
35600 2611 36 U611 P31 gwa-t3 C2 C4 C1
36252 18 37 U611 P31 gwa-t3 C2 C4 C1
36252 69 37 U611 P31 gwa-t3 C2 C4 C1
36252 229 37 U611 P31 gwa-t3 C2 C4 C1
36555 29 38 U611 P31 gwa-t3 C2 C4 C1
36555 1837 38 U611 P31 gwa-t3 C2 C4 C1
36752 3453 39 U611 P31 gwa-t3 C2 C4 C1
36853 944 40 U611 P31 gwa-t3 C2 C4 C1
37512 1314 41 U611 P31 gwa-t3 C2 C4 C1
37990 20 42 U611 P31 gwa-t3 C2 C4 C1
37990 24 42 U611 P31 gwa-t3 C2 C4 C1
37990 837 42 U611 P31 gwa-t3 C2 C4 C1
37990 416 42 U611 P31 gwa-t3 C2 C4 C1
37990 34 42 U611 P31 gwa-t3 C2 C4 C1
37990 32 42 U611 P31 gwa-t3 C2 C4 C1
37990 8 42 U611 P31 gwa-t3 C2 C4 C1
37990 180 42 U611 P31 gwa-t3 C2 C4 C1
37990 2544 42 U611 P31 gwa-t3 C2 C4 C1
38379 199 43 U611 P31 gwa-t3 C2 C4 C1
41210 959 44 U611 P31 gwa-t3 C2 C4 C1
41210 25 44 U611 P31 gwa-t3 C2 C4 C1
41210 13 44 U611 P31 gwa-t3 C2 C4 C1
41210 62 44 U611 P31 gwa-t3 C2 C4 C1
41437 1628 45 U611 P31 gwa-t3 C2 C4 C1
41437 196 45 U611 P31 gwa-t3 C2 C4 C1
41437 3 45 U611 P31 gwa-t3 C2 C4 C1
146 263 1 U612 P31 gwa-t3 C3 C4 C1
5512 1741 2 U612 P31 gwa-t3 C3 C4 C1
13849 21 3 U612 P31 gwa-t3 C3 C4 C1
13849 47 3 U612 P31 gwa-t3 C3 C4 C1
13849 393 3 U612 P31 gwa-t3 C3 C4 C1
16252 1044 4 U612 P31 gwa-t3 C3 C4 C1
16252 12 4 U612 P31 gwa-t3 C3 C4 C1
623 340 1 U613 P31 gwa-t3 C2 C1 C4
2155 472 2 U613 P31 gwa-t3 C2 C1 C4
3405 141 3 U613 P31 gwa-t3 C2 C1 C4
3528 1132 4 U613 P31 gwa-t3 C2 C1 C4
3681 30 5 U613 P31 gwa-t3 C2 C1 C4
4211 50 6 U613 P31 gwa-t3 C2 C1 C4
12099 52 7 U613 P31 gwa-t3 C2 C1 C4
14043 520 8 U613 P31 gwa-t3 C2 C1 C4
17590 78 9 U613 P31 gwa-t3 C2 C1 C4
17590 1229 9 U613 P31 gwa-t3 C2 C1 C4
17774 57 10 U613 P31 gwa-t3 C2 C1 C4
18349 539 11 U613 P31 gwa-t3 C2 C1 C4
18905 14 12 U613 P31 gwa-t3 C2 C1 C4
18905 61 12 U613 P31 gwa-t3 C2 C1 C4
19126 324 13 U613 P31 gwa-t3 C2 C1 C4
19126 2271 13 U613 P31 gwa-t3 C2 C1 C4
22445 145 14 U613 P31 gwa-t3 C2 C1 C4
22682 808 15 U613 P31 gwa-t3 C2 C1 C4
23338 9 16 U613 P31 gwa-t3 C2 C1 C4
23496 161 17 U613 P31 gwa-t3 C2 C1 C4
23771 357 18 U613 P31 gwa-t3 C2 C1 C4
25967 25 19 U613 P31 gwa-t3 C2 C1 C4
28861 103 20 U613 P31 gwa-t3 C2 C1 C4
29446 171 21 U613 P31 gwa-t3 C2 C1 C4
30008 1077 22 U613 P31 gwa-t3 C2 C1 C4
30872 299 23 U613 P31 gwa-t3 C2 C1 C4
31215 46 24 U613 P31 gwa-t3 C2 C1 C4
32123 266 25 U613 P31 gwa-t3 C2 C1 C4
32172 34 26 U613 P31 gwa-t3 C2 C1 C4
34195 139 27 U613 P31 gwa-t3 C2 C1 C4
35418 58 28 U613 P31 gwa-t3 C2 C1 C4
36061 3800 29 U613 P31 gwa-t3 C2 C1 C4
36134 2357 30 U613 P31 gwa-t3 C2 C1 C4
37202 60 31 U613 P31 gwa-t3 C2 C1 C4
37495 78 32 U613 P31 gwa-t3 C2 C1 C4
42902 1123 33 U613 P31 gwa-t3 C2 C1 C4
16793 237 1 U615 P31 gwa-t3 C1 C1 C1
16793 308 1 U615 P31 gwa-t3 C1 C1 C1
19501 202 2 U615 P31 gwa-t3 C1 C1 C1
19501 157 2 U615 P31 gwa-t3 C1 C1 C1
1275 24 1 U616 P31 gwa-t3 C3 C4 C3
1275 1087 1 U616 P31 gwa-t3 C3 C4 C3
1412 706 2 U616 P31 gwa-t3 C3 C4 C3
32588 82 3 U616 P31 gwa-t3 C3 C4 C3
32759 1170 4 U616 P31 gwa-t3 C3 C4 C3
18020 6 1 U617 P31 gwa-t3 C3 C2 C1
18020 1875 1 U617 P31 gwa-t3 C3 C2 C1
34277 4062 2 U617 P31 gwa-t3 C3 C2 C1
34593 882 3 U617 P31 gwa-t3 C3 C2 C1
34593 45 3 U617 P31 gwa-t3 C3 C2 C1
34593 72 3 U617 P31 gwa-t3 C3 C2 C1
34593 927 3 U617 P31 gwa-t3 C3 C2 C1
1397 1224 1 U618 P31 gwa-t3 C3 C5 C1
4323 62 2 U618 P31 gwa-t3 C3 C5 C1
4323 1424 2 U618 P31 gwa-t3 C3 C5 C1
4323 5 2 U618 P31 gwa-t3 C3 C5 C1
4323 650 2 U618 P31 gwa-t3 C3 C5 C1
4323 4 2 U618 P31 gwa-t3 C3 C5 C1
4323 1337 2 U618 P31 gwa-t3 C3 C5 C1
368 12 1 U619 P31 gwa-t3 C3 C5 C1
368 20 1 U619 P31 gwa-t3 C3 C5 C1
368 13 1 U619 P31 gwa-t3 C3 C5 C1
368 1160 1 U619 P31 gwa-t3 C3 C5 C1
6345 468 2 U619 P31 gwa-t3 C3 C5 C1
182 74 1 U620 P31 gwa-t3 C1 C5 C1
182 276 1 U620 P31 gwa-t3 C1 C5 C1
182 1074 1 U620 P31 gwa-t3 C1 C5 C1
182 245 1 U620 P31 gwa-t3 C1 C5 C1
182 655 1 U620 P31 gwa-t3 C1 C5 C1
182 455 1 U620 P31 gwa-t3 C1 C5 C1
182 3 1 U620 P31 gwa-t3 C1 C5 C1
182 1053 1 U620 P31 gwa-t3 C1 C5 C1
182 26 1 U620 P31 gwa-t3 C1 C5 C1
552 829 2 U620 P31 gwa-t3 C1 C5 C1
552 62 2 U620 P31 gwa-t3 C1 C5 C1
552 3 2 U620 P31 gwa-t3 C1 C5 C1
552 20 2 U620 P31 gwa-t3 C1 C5 C1
552 83 2 U620 P31 gwa-t3 C1 C5 C1
552 3322 2 U620 P31 gwa-t3 C1 C5 C1
600 21 3 U620 P31 gwa-t3 C1 C5 C1
600 9 3 U620 P31 gwa-t3 C1 C5 C1
600 30 3 U620 P31 gwa-t3 C1 C5 C1
600 5 3 U620 P31 gwa-t3 C1 C5 C1
600 448 3 U620 P31 gwa-t3 C1 C5 C1
600 383 3 U620 P31 gwa-t3 C1 C5 C1
600 771 3 U620 P31 gwa-t3 C1 C5 C1
1249 950 4 U620 P31 gwa-t3 C1 C5 C1
1249 90 4 U620 P31 gwa-t3 C1 C5 C1
1249 13 4 U620 P31 gwa-t3 C1 C5 C1
1249 2 4 U620 P31 gwa-t3 C1 C5 C1
1249 22 4 U620 P31 gwa-t3 C1 C5 C1
