SubmitTime RunTime JobID UserID PeerID TraceID Cluster.IAT Cluster.JRT Cluster.TRT
6251 165 4 U1209 P61 gwa-t10 C1 C1 C2
6251 11 4 U1209 P61 gwa-t10 C1 C1 C2
6251 7 4 U1209 P61 gwa-t10 C1 C1 C2
6251 264 4 U1209 P61 gwa-t10 C1 C1 C2
6251 99 4 U1209 P61 gwa-t10 C1 C1 C2
6251 2300 4 U1209 P61 gwa-t10 C1 C1 C2
6606 7 5 U1209 P61 gwa-t10 C1 C1 C2
6606 131 5 U1209 P61 gwa-t10 C1 C1 C2
6904 13 6 U1209 P61 gwa-t10 C1 C1 C2
6904 9 6 U1209 P61 gwa-t10 C1 C1 C2
6904 22 6 U1209 P61 gwa-t10 C1 C1 C2
7170 118 7 U1209 P61 gwa-t10 C1 C1 C2
10311 15 8 U1209 P61 gwa-t10 C1 C1 C2
10311 19 8 U1209 P61 gwa-t10 C1 C1 C2
10311 6 8 U1209 P61 gwa-t10 C1 C1 C2
10311 13 8 U1209 P61 gwa-t10 C1 C1 C2
10311 347 8 U1209 P61 gwa-t10 C1 C1 C2
10467 5 9 U1209 P61 gwa-t10 C1 C1 C2
10467 179 9 U1209 P61 gwa-t10 C1 C1 C2
22646 19 10 U1209 P61 gwa-t10 C1 C1 C2
35986 22 11 U1209 P61 gwa-t10 C1 C1 C2
888 26 1 U1210 P61 gwa-t10 C1 C1 C3
2078 781 2 U1210 P61 gwa-t10 C1 C1 C3
17035 205 1 U1212 P61 gwa-t10 C1 C1 C3
23556 199 2 U1212 P61 gwa-t10 C1 C1 C3
26401 26 3 U1212 P61 gwa-t10 C1 C1 C3
30055 129 4 U1212 P61 gwa-t10 C1 C1 C3
31079 85 5 U1212 P61 gwa-t10 C1 C1 C3
35185 432 6 U1212 P61 gwa-t10 C1 C1 C3
35185 130 6 U1212 P61 gwa-t10 C1 C1 C3
35345 185 7 U1212 P61 gwa-t10 C1 C1 C3
40238 300 8 U1212 P61 gwa-t10 C1 C1 C3
40291 292 9 U1212 P61 gwa-t10 C1 C1 C3
42727 269 10 U1212 P61 gwa-t10 C1 C1 C3
42727 1443 10 U1212 P61 gwa-t10 C1 C1 C3
5223 160 1 U1214 P61 gwa-t10 C1 C3 C3
5223 215 1 U1214 P61 gwa-t10 C1 C3 C3
5223 660 1 U1214 P61 gwa-t10 C1 C3 C3
5223 571 1 U1214 P61 gwa-t10 C1 C3 C3
5223 536 1 U1214 P61 gwa-t10 C1 C3 C3
7784 201 2 U1214 P61 gwa-t10 C1 C3 C3
7784 607 2 U1214 P61 gwa-t10 C1 C3 C3
10942 861 3 U1214 P61 gwa-t10 C1 C3 C3
39669 2545 4 U1214 P61 gwa-t10 C1 C3 C3
39899 170 5 U1214 P61 gwa-t10 C1 C3 C3
39899 2986 5 U1214 P61 gwa-t10 C1 C3 C3
40120 2381 6 U1214 P61 gwa-t10 C1 C3 C3
117 50 1 U1215 P61 gwa-t10 C1 C1 C3
695 2282 2 U1215 P61 gwa-t10 C1 C1 C3
1014 389 3 U1215 P61 gwa-t10 C1 C1 C3
535 18 1 U1216 P61 gwa-t10 C1 C1 C5
7246 14 2 U1216 P61 gwa-t10 C1 C1 C5
8004 2373 3 U1216 P61 gwa-t10 C1 C1 C5
10443 3404 4 U1216 P61 gwa-t10 C1 C1 C5
20418 1062 5 U1216 P61 gwa-t10 C1 C1 C5
31314 56 6 U1216 P61 gwa-t10 C1 C1 C5
1281 19 1 U1218 P61 gwa-t10 C1 C1 C2
1281 14 1 U1218 P61 gwa-t10 C1 C1 C2
1281 415 1 U1218 P61 gwa-t10 C1 C1 C2
2327 110 2 U1218 P61 gwa-t10 C1 C1 C2
2327 24 2 U1218 P61 gwa-t10 C1 C1 C2
2327 21 2 U1218 P61 gwa-t10 C1 C1 C2
2435 194 1 U1219 P61 gwa-t10 C2 C2 C4
9298 257 2 U1219 P61 gwa-t10 C2 C2 C4
9726 21 3 U1219 P61 gwa-t10 C2 C2 C4
10629 345 4 U1219 P61 gwa-t10 C2 C2 C4
11779 26 5 U1219 P61 gwa-t10 C2 C2 C4
12013 35 6 U1219 P61 gwa-t10 C2 C2 C4
15732 146 7 U1219 P61 gwa-t10 C2 C2 C4
17195 33 8 U1219 P61 gwa-t10 C2 C2 C4
20305 141 9 U1219 P61 gwa-t10 C2 C2 C4
24855 136 10 U1219 P61 gwa-t10 C2 C2 C4
25024 104 11 U1219 P61 gwa-t10 C2 C2 C4
30590 63 12 U1219 P61 gwa-t10 C2 C2 C4
30669 205 13 U1219 P61 gwa-t10 C2 C2 C4
30859 28 14 U1219 P61 gwa-t10 C2 C2 C4
31802 45 15 U1219 P61 gwa-t10 C2 C2 C4
33220 15 16 U1219 P61 gwa-t10 C2 C2 C4
35159 294 17 U1219 P61 gwa-t10 C2 C2 C4
36428 175 18 U1219 P61 gwa-t10 C2 C2 C4
39909 66 19 U1219 P61 gwa-t10 C2 C2 C4
43159 36 20 U1219 P61 gwa-t10 C2 C2 C4
105 71 1 U1220 P61 gwa-t10 C3 C3 C3
105 307 1 U1220 P61 gwa-t10 C3 C3 C3
105 2260 1 U1220 P61 gwa-t10 C3 C3 C3
946 1051 2 U1220 P61 gwa-t10 C3 C3 C3
1055 315 3 U1220 P61 gwa-t10 C3 C3 C3
1055 201 3 U1220 P61 gwa-t10 C3 C3 C3
1123 1134 4 U1220 P61 gwa-t10 C3 C3 C3
7702 225 5 U1220 P61 gwa-t10 C3 C3 C3
7702 441 5 U1220 P61 gwa-t10 C3 C3 C3
7702 134 5 U1220 P61 gwa-t10 C3 C3 C3
9309 2465 6 U1220 P61 gwa-t10 C3 C3 C3
282 862 1 U1221 P62 gwa-t10 C1 C4 C4
282 2982 1 U1221 P62 gwa-t10 C1 C4 C4
602 120 2 U1221 P62 gwa-t10 C1 C4 C4
1718 24 3 U1221 P62 gwa-t10 C1 C4 C4
2792 2 4 U1221 P62 gwa-t10 C1 C4 C4
2861 582 5 U1221 P62 gwa-t10 C1 C4 C4
2937 332 6 U1221 P62 gwa-t10 C1 C4 C4
3551 1563 7 U1221 P62 gwa-t10 C1 C4 C4
3551 1198 7 U1221 P62 gwa-t10 C1 C4 C4
5441 27 8 U1221 P62 gwa-t10 C1 C4 C4
5782 58 9 U1221 P62 gwa-t10 C1 C4 C4
594 64 1 U1222 P62 gwa-t10 C2 C1 C3
765 109 2 U1222 P62 gwa-t10 C2 C1 C3
2658 854 3 U1222 P62 gwa-t10 C2 C1 C3
3473 415 4 U1222 P62 gwa-t10 C2 C1 C3
3473 308 4 U1222 P62 gwa-t10 C2 C1 C3
3473 308 4 U1222 P62 gwa-t10 C2 C1 C3
3473 978 4 U1222 P62 gwa-t10 C2 C1 C3
3583 198 5 U1222 P62 gwa-t10 C2 C1 C3
7393 109 6 U1222 P62 gwa-t10 C2 C1 C3
8329 1979 7 U1222 P62 gwa-t10 C2 C1 C3
9884 33 8 U1222 P62 gwa-t10 C2 C1 C3
10793 1344 9 U1222 P62 gwa-t10 C2 C1 C3
16729 44 10 U1222 P62 gwa-t10 C2 C1 C3
20358 102 11 U1222 P62 gwa-t10 C2 C1 C3
28787 255 12 U1222 P62 gwa-t10 C2 C1 C3
30237 52 13 U1222 P62 gwa-t10 C2 C1 C3
30577 48 14 U1222 P62 gwa-t10 C2 C1 C3
33717 241 15 U1222 P62 gwa-t10 C2 C1 C3
33857 39 16 U1222 P62 gwa-t10 C2 C1 C3
35166 11 17 U1222 P62 gwa-t10 C2 C1 C3
40231 2703 18 U1222 P62 gwa-t10 C2 C1 C3
40296 43 19 U1222 P62 gwa-t10 C2 C1 C3
1765 226 1 U1223 P62 gwa-t10 C1 C1 C3
1765 104 1 U1223 P62 gwa-t10 C1 C1 C3
1765 1139 1 U1223 P62 gwa-t10 C1 C1 C3
2070 56 2 U1223 P62 gwa-t10 C1 C1 C3
2681 12 3 U1223 P62 gwa-t10 C1 C1 C3
5229 134 4 U1223 P62 gwa-t10 C1 C1 C3
6464 163 5 U1223 P62 gwa-t10 C1 C1 C3
6464 124 5 U1223 P62 gwa-t10 C1 C1 C3
6464 1616 5 U1223 P62 gwa-t10 C1 C1 C3
39634 41 6 U1223 P62 gwa-t10 C1 C1 C3
354 108 1 U1224 P62 gwa-t10 C1 C3 C2
354 188 1 U1224 P62 gwa-t10 C1 C3 C2
1267 35 2 U1224 P62 gwa-t10 C1 C3 C2
1267 7 2 U1224 P62 gwa-t10 C1 C3 C2
1267 19 2 U1224 P62 gwa-t10 C1 C3 C2
1267 14 2 U1224 P62 gwa-t10 C1 C3 C2
1267 16 2 U1224 P62 gwa-t10 C1 C3 C2
1267 65 2 U1224 P62 gwa-t10 C1 C3 C2
1267 46 2 U1224 P62 gwa-t10 C1 C3 C2
1267 122 2 U1224 P62 gwa-t10 C1 C3 C2
1267 174 2 U1224 P62 gwa-t10 C1 C3 C2
1267 37 2 U1224 P62 gwa-t10 C1 C3 C2
1267 979 2 U1224 P62 gwa-t10 C1 C3 C2
1805 4 3 U1224 P62 gwa-t10 C1 C3 C2
1805 85 3 U1224 P62 gwa-t10 C1 C3 C2
2431 22 4 U1224 P62 gwa-t10 C1 C3 C2
2431 22 4 U1224 P62 gwa-t10 C1 C3 C2
2431 400 4 U1224 P62 gwa-t10 C1 C3 C2
2431 152 4 U1224 P62 gwa-t10 C1 C3 C2
2710 7 5 U1224 P62 gwa-t10 C1 C3 C2
2710 3043 5 U1224 P62 gwa-t10 C1 C3 C2
36980 9 6 U1224 P62 gwa-t10 C1 C3 C2
36980 7 6 U1224 P62 gwa-t10 C1 C3 C2
36980 48 6 U1224 P62 gwa-t10 C1 C3 C2
2884 97 1 U1225 P62 gwa-t10 C1 C1 C2
2884 498 1 U1225 P62 gwa-t10 C1 C1 C2
5528 120 2 U1225 P62 gwa-t10 C1 C1 C2
10744 872 3 U1225 P62 gwa-t10 C1 C1 C2
10744 153 3 U1225 P62 gwa-t10 C1 C1 C2
10907 102 4 U1225 P62 gwa-t10 C1 C1 C2
10907 165 4 U1225 P62 gwa-t10 C1 C1 C2
10907 29 4 U1225 P62 gwa-t10 C1 C1 C2
10907 72 4 U1225 P62 gwa-t10 C1 C1 C2
10907 35 4 U1225 P62 gwa-t10 C1 C1 C2
10907 5 4 U1225 P62 gwa-t10 C1 C1 C2
10907 144 4 U1225 P62 gwa-t10 C1 C1 C2
10907 737 4 U1225 P62 gwa-t10 C1 C1 C2
10907 11 4 U1225 P62 gwa-t10 C1 C1 C2
10907 1 4 U1225 P62 gwa-t10 C1 C1 C2
12883 33 5 U1225 P62 gwa-t10 C1 C1 C2
12883 14 5 U1225 P62 gwa-t10 C1 C1 C2
12883 40 5 U1225 P62 gwa-t10 C1 C1 C2
12883 18 5 U1225 P62 gwa-t10 C1 C1 C2
12883 31 5 U1225 P62 gwa-t10 C1 C1 C2
12883 44 5 U1225 P62 gwa-t10 C1 C1 C2
12883 91 5 U1225 P62 gwa-t10 C1 C1 C2
13131 33 6 U1225 P62 gwa-t10 C1 C1 C2
13131 15 6 U1225 P62 gwa-t10 C1 C1 C2
13131 69 6 U1225 P62 gwa-t10 C1 C1 C2
13131 14 6 U1225 P62 gwa-t10 C1 C1 C2
13131 24 6 U1225 P62 gwa-t10 C1 C1 C2
13131 69 6 U1225 P62 gwa-t10 C1 C1 C2
13131 13 6 U1225 P62 gwa-t10 C1 C1 C2
13131 11 6 U1225 P62 gwa-t10 C1 C1 C2
13131 1535 6 U1225 P62 gwa-t10 C1 C1 C2
38124 16 7 U1225 P62 gwa-t10 C1 C1 C2
38124 80 7 U1225 P62 gwa-t10 C1 C1 C2
38124 5 7 U1225 P62 gwa-t10 C1 C1 C2
38124 17 7 U1225 P62 gwa-t10 C1 C1 C2
38124 28 7 U1225 P62 gwa-t10 C1 C1 C2
38124 26 7 U1225 P62 gwa-t10 C1 C1 C2
38124 60 7 U1225 P62 gwa-t10 C1 C1 C2
38124 51 7 U1225 P62 gwa-t10 C1 C1 C2
38124 337 7 U1225 P62 gwa-t10 C1 C1 C2
38823 41 8 U1225 P62 gwa-t10 C1 C1 C2
38823 206 8 U1225 P62 gwa-t10 C1 C1 C2
38823 141 8 U1225 P62 gwa-t10 C1 C1 C2
38823 12 8 U1225 P62 gwa-t10 C1 C1 C2
38823 129 8 U1225 P62 gwa-t10 C1 C1 C2
38823 4 8 U1225 P62 gwa-t10 C1 C1 C2
38823 19 8 U1225 P62 gwa-t10 C1 C1 C2
38823 6 8 U1225 P62 gwa-t10 C1 C1 C2
38823 6 8 U1225 P62 gwa-t10 C1 C1 C2
38823 155 8 U1225 P62 gwa-t10 C1 C1 C2
37915 6 1 U1226 P62 gwa-t10 C3 C3 C2
37915 1135 1 U1226 P62 gwa-t10 C3 C3 C2
37915 145 1 U1226 P62 gwa-t10 C3 C3 C2
37915 9 1 U1226 P62 gwa-t10 C3 C3 C2
37915 132 1 U1226 P62 gwa-t10 C3 C3 C2
37915 218 1 U1226 P62 gwa-t10 C3 C3 C2
37915 53 1 U1226 P62 gwa-t10 C3 C3 C2
37915 25 1 U1226 P62 gwa-t10 C3 C3 C2
37915 14 1 U1226 P62 gwa-t10 C3 C3 C2
37915 29 1 U1226 P62 gwa-t10 C3 C3 C2
37915 308 1 U1226 P62 gwa-t10 C3 C3 C2
5897 26 1 U1227 P62 gwa-t10 C3 C3 C2
5897 15 1 U1227 P62 gwa-t10 C3 C3 C2
5897 98 1 U1227 P62 gwa-t10 C3 C3 C2
5897 6 1 U1227 P62 gwa-t10 C3 C3 C2
5897 53 1 U1227 P62 gwa-t10 C3 C3 C2
5897 6 1 U1227 P62 gwa-t10 C3 C3 C2
5897 10 1 U1227 P62 gwa-t10 C3 C3 C2
5897 309 1 U1227 P62 gwa-t10 C3 C3 C2
5897 286 1 U1227 P62 gwa-t10 C3 C3 C2
5897 8 1 U1227 P62 gwa-t10 C3 C3 C2
5897 44 1 U1227 P62 gwa-t10 C3 C3 C2
5897 37 1 U1227 P62 gwa-t10 C3 C3 C2
5897 1038 1 U1227 P62 gwa-t10 C3 C3 C2
6569 717 2 U1227 P62 gwa-t10 C3 C3 C2
24503 17 1 U1228 P62 gwa-t10 C2 C5 C2
24503 156 1 U1228 P62 gwa-t10 C2 C5 C2
24503 282 1 U1228 P62 gwa-t10 C2 C5 C2
24503 68 1 U1228 P62 gwa-t10 C2 C5 C2
24503 5 1 U1228 P62 gwa-t10 C2 C5 C2
24503 6 1 U1228 P62 gwa-t10 C2 C5 C2
24503 11 1 U1228 P62 gwa-t10 C2 C5 C2
24503 89 1 U1228 P62 gwa-t10 C2 C5 C2
24503 86 1 U1228 P62 gwa-t10 C2 C5 C2
24503 457 1 U1228 P62 gwa-t10 C2 C5 C2
24503 1045 1 U1228 P62 gwa-t10 C2 C5 C2
25610 3 2 U1228 P62 gwa-t10 C2 C5 C2
25610 7 2 U1228 P62 gwa-t10 C2 C5 C2
25837 7 3 U1228 P62 gwa-t10 C2 C5 C2
25837 119 3 U1228 P62 gwa-t10 C2 C5 C2
25837 17 3 U1228 P62 gwa-t10 C2 C5 C2
25837 173 3 U1228 P62 gwa-t10 C2 C5 C2
414 78 1 U1229 P62 gwa-t10 C1 C3 C1
414 2383 1 U1229 P62 gwa-t10 C1 C3 C1
2224 207 2 U1229 P62 gwa-t10 C1 C3 C1
2224 778 2 U1229 P62 gwa-t10 C1 C3 C1
2382 471 3 U1229 P62 gwa-t10 C1 C3 C1
2681 100 4 U1229 P62 gwa-t10 C1 C3 C1
2681 1524 4 U1229 P62 gwa-t10 C1 C3 C1
2761 2624 5 U1229 P62 gwa-t10 C1 C3 C1
513 51 1 U1230 P62 gwa-t10 C2 C1 C3
1438 810 2 U1230 P62 gwa-t10 C2 C1 C3
2365 56 3 U1230 P62 gwa-t10 C2 C1 C3
2798 1025 4 U1230 P62 gwa-t10 C2 C1 C3
5825 29 5 U1230 P62 gwa-t10 C2 C1 C3
5825 519 5 U1230 P62 gwa-t10 C2 C1 C3
5924 66 6 U1230 P62 gwa-t10 C2 C1 C3
12794 283 7 U1230 P62 gwa-t10 C2 C1 C3
12934 57 8 U1230 P62 gwa-t10 C2 C1 C3
13461 279 9 U1230 P62 gwa-t10 C2 C1 C3
13596 65 10 U1230 P62 gwa-t10 C2 C1 C3
14622 110 11 U1230 P62 gwa-t10 C2 C1 C3
15720 128 12 U1230 P62 gwa-t10 C2 C1 C3
34710 2194 13 U1230 P62 gwa-t10 C2 C1 C3
34710 485 13 U1230 P62 gwa-t10 C2 C1 C3
35116 4010 14 U1230 P62 gwa-t10 C2 C1 C3
41991 107 15 U1230 P62 gwa-t10 C2 C1 C3
42032 160 16 U1230 P62 gwa-t10 C2 C1 C3
42289 79 17 U1230 P62 gwa-t10 C2 C1 C3
42340 47 18 U1230 P62 gwa-t10 C2 C1 C3
42596 44 19 U1230 P62 gwa-t10 C2 C1 C3
42802 69 20 U1230 P62 gwa-t10 C2 C1 C3
43175 202 21 U1230 P62 gwa-t10 C2 C1 C3
268 105 1 U1231 P62 gwa-t10 C3 C3 C4
210 275 1 U1232 P62 gwa-t10 C1 C2 C1
558 95 2 U1232 P62 gwa-t10 C1 C2 C1
905 7 3 U1232 P62 gwa-t10 C1 C2 C1
905 17 3 U1232 P62 gwa-t10 C1 C2 C1
2316 42 4 U1232 P62 gwa-t10 C1 C2 C1
3239 11 5 U1232 P62 gwa-t10 C1 C2 C1
3239 67 5 U1232 P62 gwa-t10 C1 C2 C1
3446 43 6 U1232 P62 gwa-t10 C1 C2 C1
9004 102 7 U1232 P62 gwa-t10 C1 C2 C1
9004 9 7 U1232 P62 gwa-t10 C1 C2 C1
9004 15 7 U1232 P62 gwa-t10 C1 C2 C1
10943 11 8 U1232 P62 gwa-t10 C1 C2 C1
11107 304 9 U1232 P62 gwa-t10 C1 C2 C1
28716 20 10 U1232 P62 gwa-t10 C1 C2 C1
28716 1 10 U1232 P62 gwa-t10 C1 C2 C1
29151 12 11 U1232 P62 gwa-t10 C1 C2 C1
29217 168 12 U1232 P62 gwa-t10 C1 C2 C1
29217 99 12 U1232 P62 gwa-t10 C1 C2 C1
32109 13 13 U1232 P62 gwa-t10 C1 C2 C1
35017 32 14 U1232 P62 gwa-t10 C1 C2 C1
40534 24 15 U1232 P62 gwa-t10 C1 C2 C1
40534 20 15 U1232 P62 gwa-t10 C1 C2 C1
42546 124 16 U1232 P62 gwa-t10 C1 C2 C1
304 1055 1 U1234 P62 gwa-t10 C1 C5 C1
651 306 2 U1234 P62 gwa-t10 C1 C5 C1
966 272 3 U1234 P62 gwa-t10 C1 C5 C1
966 12 3 U1234 P62 gwa-t10 C1 C5 C1
966 442 3 U1234 P62 gwa-t10 C1 C5 C1
1593 124 4 U1234 P62 gwa-t10 C1 C5 C1
1593 66 4 U1234 P62 gwa-t10 C1 C5 C1
1593 73 4 U1234 P62 gwa-t10 C1 C5 C1
1593 461 4 U1234 P62 gwa-t10 C1 C5 C1
1988 5 5 U1234 P62 gwa-t10 C1 C5 C1
9161 1414 6 U1234 P62 gwa-t10 C1 C5 C1
10051 2679 7 U1234 P62 gwa-t10 C1 C5 C1
16373 51 8 U1234 P62 gwa-t10 C1 C5 C1
16547 54 9 U1234 P62 gwa-t10 C1 C5 C1
16547 505 9 U1234 P62 gwa-t10 C1 C5 C1
19097 655 10 U1234 P62 gwa-t10 C1 C5 C1
26919 237 11 U1234 P62 gwa-t10 C1 C5 C1
26919 211 11 U1234 P62 gwa-t10 C1 C5 C1
27048 149 12 U1234 P62 gwa-t10 C1 C5 C1
27048 326 12 U1234 P62 gwa-t10 C1 C5 C1
27048 71 12 U1234 P62 gwa-t10 C1 C5 C1
27048 149 12 U1234 P62 gwa-t10 C1 C5 C1
27048 2299 12 U1234 P62 gwa-t10 C1 C5 C1
29672 763 13 U1234 P62 gwa-t10 C1 C5 C1
29880 5 14 U1234 P62 gwa-t10 C1 C5 C1
29880 265 14 U1234 P62 gwa-t10 C1 C5 C1
29880 103 14 U1234 P62 gwa-t10 C1 C5 C1
31679 24 15 U1234 P62 gwa-t10 C1 C5 C1
31679 27 15 U1234 P62 gwa-t10 C1 C5 C1
